姓名 高数 Java 数据结构 平均成绩 总成绩
张三29 53 81 15 49 149
张三69 33 15 90 46 138
张三5 1 27 49 25 77
张三96 65 80 44 63 189
张三7 61 4 43 36 108
张三52 14 21 98 44 133
张三81 98 36 61 65 195
张三29 69 89 36 64 194
张三64 0 32 77 36 109
张三55 64 59 7 43 130
张三19 47 57 50 51 154
张三84 35 57 50 47 142
张三52 24 72 98 64 194
张三44 87 51 24 54 162
张三31 37 68 91 65 196
张三86 37 49 4 30 90
张三31 76 98 73 82 247
张三45 6 9 74 29 89
张三78 40 66 17 41 123
张三21 73 42 92 69 207
张三45 20 36 63 39 119
张三35 5 84 41 43 130
张三33 97 63 76 78 236
张三8 28 38 74 46 140
张三59 1 68 50 39 119
张三97 12 46 20 26 78
张三4 48 7 28 27 83
张三53 77 20 12 36 109
张三6 50 0 16 22 66
张三1 44 42 49 45 135
张三3 44 18 23 28 85
张三57 92 26 6 41 124
张三70 16 60 35 37 111
张三36 86 88 58 77 232
张三79 98 52 19 56 169
张三1 99 74 74 82 247
张三94 57 54 21 44 132
张三71 38 42 98 59 178
张三88 28 65 80 57 173
张三83 37 96 32 55 165
张三22 40 48 96 61 184
张三75 96 13 79 62 188
张三39 36 25 12 24 73
张三39 64 26 17 35 107
张三57 8 16 2 8 26
张三55 0 40 98 46 138
张三69 70 11 78 53 159
张三10 64 97 16 59 177
张三72 59 9 40 36 108
张三60 13 18 72 34 103
张三97 30 61 59 50 150
张三94 11 93 31 45 135
张三12 87 93 52 77 232
张三99 76 91 55 74 222
张三4 62 11 86 53 159
张三46 23 10 49 27 82
张三70 37 3 27 22 67
张三33 79 92 70 80 241
张三93 82 84 19 61 185
张三67 73 72 58 67 203
张三47 23 71 59 51 153
张三70 24 46 20 30 90
张三80 0 63 2 21 65
张三27 99 53 58 70 210
张三75 56 69 14 46 139
张三34 95 25 18 46 138
张三60 71 18 56 48 145
张三91 65 55 21 47 141
张三47 38 26 64 42 128
张三56 17 67 84 56 168
张三3 40 24 61 41 125
张三74 21 98 48 55 167
张三91 71 57 21 49 149
张三14 34 36 74 48 144
张三28 24 18 62 34 104
张三98 13 59 73 48 145
张三53 22 68 39 43 129
张三6 66 66 76 69 208
张三5 78 59 72 69 209
张三82 95 22 65 60 182
张三36 6 74 23 34 103
张三79 87 26 25 46 138
张三38 7 25 3 11 35
张三25 91 87 75 84 253
张三36 31 94 93 72 218
张三79 79 76 99 84 254
张三76 56 7 81 48 144
张三33 60 78 85 74 223
张三35 56 60 68 61 184
张三63 20 55 31 35 106
张三98 45 50 98 64 193
张三34 2 16 97 38 115
张三0 11 89 0 33 100
张三30 33 40 92 55 165
张三30 90 80 52 74 222
张三35 77 93 29 66 199
张三30 32 91 21 48 144
张三17 71 51 1 41 123
张三46 62 82 14 52 158
张三68 65 6 46 39 117
张三13 52 29 55 45 136
张三12 77 26 6 36 109
张三84 31 75 85 63 191
张三82 33 93 2 42 128
张三27 18 7 29 18 54
张三31 61 36 84 60 181
张三54 53 20 89 54 162
张三21 45 34 16 31 95
张三57 55 26 55 45 136
张三12 64 72 17 51 153
张三67 39 29 45 37 113
张三44 79 48 57 61 184
张三56 59 57 13 43 129
张三77 35 78 89 67 202
张三46 71 25 82 59 178
张三40 91 56 66 71 213
张三10 37 87 0 41 124
张三5 97 50 56 67 203
张三61 94 80 28 67 202
张三78 82 45 84 70 211
张三65 75 79 87 80 241
张三77 26 76 35 45 137
张三47 54 11 46 37 111
张三51 13 91 20 41 124
张三46 54 5 29 29 88
张三34 12 57 70 46 139
张三51 24 65 45 44 134
张三64 18 88 23 43 129
张三36 93 99 98 96 290
张三0 46 57 17 40 120
张三53 60 46 28 44 134
张三8 76 32 95 67 203
张三62 47 73 66 62 186
张三20 78 35 2 38 115
张三18 59 40 32 43 131
张三74 72 17 7 32 96
张三24 15 59 98 57 172
张三74 2 10 3 5 15
张三29 38 84 90 70 212
张三66 20 81 54 51 155
张三38 21 18 9 16 48
张三90 22 8 99 43 129
张三44 16 24 89 43 129
张三50 77 61 21 53 159
张三24 99 66 29 64 194
张三39 34 38 53 41 125
张三33 22 25 59 35 106
张三88 10 9 80 33 99
张三6 44 70 28 47 142
张三35 88 53 48 63 189
张三47 1 68 40 36 109
张三26 70 5 96 57 171
张三60 75 68 48 63 191
张三8 79 38 67 61 184
张三60 48 96 0 48 144
张三62 3 41 77 40 121
张三63 65 48 0 37 113
张三90 7 87 30 41 124
张三42 40 52 17 36 109
张三60 77 93 19 63 189
张三3 78 56 64 66 198
张三65 66 3 56 41 125
张三14 98 58 15 57 171
张三55 46 67 1 38 114
张三89 73 70 57 66 200
张三42 5 87 4 32 96
张三24 38 0 73 37 111
张三97 23 45 75 47 143
张三12 15 89 5 36 109
张三83 23 53 31 35 107
张三7 65 38 68 57 171
张三88 98 79 7 61 184
张三10 62 98 75 78 235
张三61 27 30 19 25 76
张三76 52 30 16 32 98
张三59 61 10 10 27 81
张三94 47 45 16 36 108
张三68 26 89 31 48 146
张三81 52 85 30 55 167
张三37 74 27 29 43 130
张三68 38 96 69 67 203
张三55 92 59 39 63 190
张三8 6 20 75 33 101
张三56 37 38 20 31 95
张三5 2 98 70 56 170
张三26 56 70 66 64 192
张三51 84 55 54 64 193
张三56 18 6 80 34 104
张三30 38 22 30 30 90
张三54 69 77 10 52 156
张三12 14 5 79 32 98
张三24 69 75 67 70 211
张三55 15 16 13 14 44
张三60 94 19 84 65 197
张三83 53 16 76 48 145
张三27 0 69 79 49 148
张三14 82 37 78 65 197
张三13 77 59 34 56 170
张三50 40 94 74 69 208
张三85 56 86 16 52 158
张三56 84 90 31 68 205
张三87 34 53 72 53 159
张三86 89 80 35 68 204
张三37 35 58 2 31 95
张三40 45 48 38 43 131
张三45 20 0 85 35 105
张三60 76 17 56 49 149
张三41 15 7 98 40 120
张三84 62 84 43 63 189
张三80 22 31 70 41 123
张三37 50 61 23 44 134
张三78 28 68 60 52 156
张三15 61 70 51 60 182
张三79 30 73 35 46 138
张三93 49 92 33 58 174
张三80 36 12 3 17 51
张三73 68 8 18 31 94
张三43 24 43 24 30 91
张三25 39 59 60 52 158
张三69 52 29 0 27 81
张三26 41 12 0 17 53
张三38 51 30 18 33 99
张三73 51 25 9 28 85
张三17 69 15 92 58 176
张三26 19 25 15 19 59
张三97 14 4 51 23 69
张三29 51 61 90 67 202
张三11 35 18 32 28 85
张三79 27 94 64 61 185
张三48 41 10 7 19 58
张三77 96 22 98 72 216
张三55 28 91 37 52 156
张三61 0 71 55 42 126
张三3 86 89 33 69 208
张三5 37 80 7 41 124
张三59 87 96 79 87 262
张三44 65 81 99 81 245
张三68 94 87 26 69 207
张三50 97 40 61 66 198
张三74 32 24 82 46 138
张三72 43 8 7 19 58
张三9 0 86 44 43 130
张三18 0 9 99 36 108
张三20 46 64 56 55 166
张三39 4 51 46 33 101
张三47 0 31 84 38 115
张三37 76 53 60 63 189
张三44 54 81 37 57 172
张三23 44 1 11 18 56
张三10 44 73 90 69 207
张三83 13 2 28 14 43
张三83 47 51 70 56 168
张三27 20 82 54 52 156
张三5 16 5 27 16 48
张三42 92 48 54 64 194
张三60 14 5 89 36 108
张三64 97 18 18 44 133
张三51 23 25 80 42 128
张三40 60 84 24 56 168
张三68 20 24 48 30 92
张三52 65 63 41 56 169
张三39 73 78 27 59 178
张三13 95 45 1 47 141
张三6 83 46 43 57 172
张三67 57 55 57 56 169
张三42 73 39 26 46 138
张三48 4 82 9 31 95
张三96 9 24 88 40 121
张三86 44 35 71 50 150
张三56 1 65 86 50 152
张三53 11 40 0 17 51
张三45 17 0 83 33 100
张三97 28 88 28 48 144
张三99 5 92 55 50 152
张三9 83 79 49 70 211
张三97 21 24 34 26 79
张三8 11 52 58 40 121
张三27 81 0 73 51 154
张三50 44 78 49 57 171
张三27 14 88 65 55 167
张三2 71 47 17 45 135
张三18 68 20 62 50 150
张三17 25 1 22 16 48
张三27 95 15 81 63 191
张三11 96 73 98 89 267
张三70 27 19 76 40 122
张三43 8 42 32 27 82
张三30 4 52 28 28 84
张三26 44 22 43 36 109
张三66 37 17 79 44 133
张三23 95 23 21 46 139
张三27 0 19 0 6 19
张三26 51 72 23 48 146
张三56 80 83 91 84 254
张三1 82 80 32 64 194
张三22 50 75 38 54 163
张三50 64 83 21 56 168
张三1 31 69 66 55 166
张三41 57 98 75 76 230
张三88 54 21 87 54 162
张三78 29 77 79 61 185
张三39 44 18 26 29 88
张三33 92 41 63 65 196
张三48 86 32 44 54 162
张三62 93 32 55 60 180
张三14 49 8 35 30 92
张三64 72 18 99 63 189
张三61 72 29 47 49 148
张三64 77 37 34 49 148
张三16 34 78 34 48 146
张三28 13 53 33 33 99
张三42 76 65 75 72 216
张三43 49 82 57 62 188
张三99 41 86 98 75 225
张三11 15 93 67 58 175
张三75 36 63 86 61 185
张三52 69 3 4 25 76
张三3 53 43 73 56 169
张三6 4 13 32 16 49
张三66 96 72 51 73 219
张三83 43 55 89 62 187
张三48 91 85 30 68 206
张三3 16 61 11 29 88
张三89 93 61 45 66 199
张三16 45 48 12 35 105
张三45 98 28 89 71 215
张三10 62 6 39 35 107
张三72 42 39 21 34 102
张三26 42 9 28 26 79
张三69 38 44 72 51 154
张三55 33 17 42 30 92
张三70 73 17 48 46 138
张三86 94 5 65 54 164
张三49 83 31 22 45 136
张三11 99 52 61 70 212
张三89 67 84 30 60 181
张三31 56 90 61 69 207
张三29 12 9 47 22 68
张三3 38 73 4 38 115
张三88 40 39 83 54 162
张三22 50 24 57 43 131
张三36 95 96 37 76 228
张三43 55 75 95 75 225
张三37 35 28 5 22 68
张三65 47 5 1 17 53
张三23 0 19 5 8 24
张三46 41 39 42 40 122
张三47 57 38 96 63 191
张三27 13 70 6 29 89
张三22 70 5 90 55 165
张三66 20 97 9 42 126
张三63 11 96 72 59 179
张三18 69 23 29 40 121
张三68 35 5 97 45 137
张三21 30 30 3 21 63
张三29 89 33 26 49 148
张三64 6 26 99 43 131
张三32 94 95 1 63 190
张三44 97 60 59 72 216
张三5 62 39 92 64 193
张三44 28 6 62 32 96
张三25 16 19 69 34 104
张三2 41 96 58 65 195
张三73 17 91 51 53 159
张三20 42 41 80 54 163
张三21 33 0 67 33 100
张三60 77 65 22 54 164
张三79 97 79 31 69 207
张三28 71 54 45 56 170
张三37 40 93 79 70 212
张三15 48 86 55 63 189
张三74 91 86 66 81 243
张三74 26 87 50 54 163
张三37 85 15 97 65 197
张三51 48 47 57 50 152
张三91 24 84 40 49 148
张三75 94 83 70 82 247
张三1 73 10 46 43 129
张三92 85 20 85 63 190
张三10 97 81 86 88 264
张三9 82 49 0 43 131
张三3 56 91 66 71 213
张三61 26 69 90 61 185
张三75 30 69 78 59 177
张三24 83 27 13 41 123
张三64 37 17 23 25 77
张三39 87 6 90 61 183
张三89 53 42 73 56 168
张三35 97 40 62 66 199
张三17 63 50 97 70 210
张三33 6 40 29 25 75
张三57 96 11 47 51 154
张三93 72 61 7 46 140
张三37 27 46 83 52 156
张三37 57 66 76 66 199
张三23 34 74 84 64 192
张三43 0 38 92 43 130
张三90 62 24 73 53 159
张三13 48 58 96 67 202
张三40 27 3 56 28 86
张三43 33 55 34 40 122
张三43 48 72 51 57 171
张三57 61 94 70 75 225
张三36 14 77 53 48 144
张三84 58 49 74 60 181
张三99 1 27 69 32 97
张三87 79 85 90 84 254
张三19 8 27 12 15 47
张三66 86 50 37 57 173
张三84 83 94 40 72 217
张三14 47 40 91 59 178
张三78 39 35 88 54 162
张三74 3 95 48 48 146
张三69 95 42 6 47 143
张三40 26 36 72 44 134
张三17 96 45 30 57 171
张三7 37 55 67 53 159
张三36 82 33 27 47 142
张三35 83 16 46 48 145
张三84 23 23 99 48 145
张三17 80 31 69 60 180
张三79 31 37 40 36 108
张三42 68 2 77 49 147
张三47 18 29 80 42 127
张三96 37 75 50 54 162
张三63 76 67 47 63 190
张三59 31 29 56 38 116
张三46 71 46 51 56 168
张三65 22 77 81 60 180
张三96 94 11 65 56 170
张三54 22 94 51 55 167
张三3 15 8 41 21 64
张三22 75 66 77 72 218
张三70 17 82 11 36 110
张三54 36 35 4 25 75
张三11 21 97 40 52 158
张三91 46 89 26 53 161
张三25 21 57 47 41 125
张三65 42 11 7 20 60
张三69 93 36 1 43 130
张三20 81 3 24 36 108
张三64 44 49 56 49 149
张三70 48 25 10 27 83
张三9 18 42 95 51 155
张三93 82 40 74 65 196
张三98 76 54 84 71 214
张三52 57 38 20 38 115
张三59 11 92 61 54 164
张三84 71 87 92 83 250
张三51 73 35 11 39 119
张三6 60 32 27 39 119
张三2 12 32 2 15 46
张三25 22 39 75 45 136
张三76 54 84 86 74 224
张三63 19 62 27 36 108
张三77 87 7 81 58 175
张三15 4 68 75 49 147
张三52 11 23 95 43 129
张三10 81 59 65 68 205
张三60 74 36 61 57 171
张三47 90 66 40 65 196
张三80 8 74 87 56 169
张三25 88 18 74 60 180
张三6 34 5 43 27 82
张三79 71 99 53 74 223
张三54 96 73 36 68 205
张三0 24 41 42 35 107
张三60 48 3 55 35 106
张三7 44 37 46 42 127
张三50 4 60 71 45 135
张三83 40 60 68 56 168
张三23 18 80 36 44 134
张三2 4 6 8 6 18
张三71 62 99 19 60 180
张三11 30 23 53 35 106
张三9 17 46 61 41 124
张三39 2 93 66 53 161
张三22 92 83 38 71 213
张三56 89 54 69 70 212
张三33 40 92 76 69 208
张三86 17 94 67 59 178
张三40 30 70 53 51 153
张三66 6 71 73 50 150
张三0 3 54 68 41 125
张三96 89 10 24 41 123
张三42 17 0 81 32 98
张三21 51 96 98 81 245
张三32 47 93 42 60 182
张三48 65 74 71 70 210
张三43 22 44 67 44 133
张三75 96 3 80 59 179
张三82 87 26 35 49 148
张三0 11 42 75 42 128
张三88 38 32 97 55 167
张三25 22 63 74 53 159
张三97 65 68 39 57 172
张三85 32 7 64 34 103
张三47 0 18 33 17 51
张三56 72 41 0 37 113
张三62 54 29 63 48 146
张三22 57 80 7 48 144
张三32 86 23 19 42 128
张三18 81 75 76 77 232
张三96 57 15 92 54 164
张三68 40 88 11 46 139
张三75 35 9 10 18 54
张三80 54 3 84 47 141
张三29 66 90 0 52 156
张三85 20 44 74 46 138
张三23 42 37 73 50 152
张三13 24 93 25 47 142
张三28 8 39 53 33 100
张三54 92 39 44 58 175
张三0 89 57 12 52 158
张三48 53 1 5 19 59
张三7 56 98 66 73 220
张三92 49 94 50 64 193
张三87 35 75 61 57 171
张三70 18 40 3 20 61
张三83 30 75 48 51 153
张三29 27 42 25 31 94
张三62 40 56 7 34 103
张三82 36 78 82 65 196
张三24 53 44 5 34 102
张三80 21 70 7 32 98
张三64 70 10 73 51 153
张三5 80 44 79 67 203
张三32 3 36 34 24 73
张三75 9 87 38 44 134
张三14 14 5 36 18 55
张三50 24 64 29 39 117
张三21 23 84 63 56 170
张三96 42 54 24 40 120
张三61 87 63 12 54 162
张三26 86 7 77 56 170
张三37 25 86 93 68 204
张三57 43 44 11 32 98
张三88 53 89 60 67 202
张三16 4 58 27 29 89
张三68 45 15 85 48 145
张三1 72 59 12 47 143
张三36 29 84 61 58 174
张三92 99 1 63 54 163
张三92 2 38 45 28 85
张三40 6 73 53 44 132
张三93 6 83 24 37 113
张三3 79 34 24 45 137
张三21 3 95 50 49 148
张三1 72 42 71 61 185
张三2 52 79 57 62 188
张三95 27 87 48 54 162
张三83 54 78 85 72 217
张三31 10 39 26 25 75
张三30 41 79 62 60 182
张三2 32 76 59 55 167
张三94 13 73 13 33 99
张三98 80 44 70 64 194
张三59 49 42 6 32 97
张三74 0 60 34 31 94
张三75 51 7 51 36 109
张三47 94 72 31 65 197
张三37 87 44 10 47 141
张三82 17 33 9 19 59
张三58 61 50 90 67 201
张三65 8 51 51 36 110
张三51 2 30 13 15 45
张三46 79 18 66 54 163
张三29 67 23 10 33 100
张三97 27 37 34 32 98
张三60 1 95 56 50 152
张三47 81 0 61 47 142
张三69 81 65 52 66 198
张三58 71 83 59 71 213
张三49 60 47 40 49 147
张三66 83 57 26 55 166
张三32 68 9 74 50 151
张三9 54 39 99 64 192
张三44 51 3 6 20 60
张三1 9 30 17 18 56
张三16 50 6 61 39 117
张三33 31 10 98 46 139
张三51 45 65 88 66 198
张三12 48 91 38 59 177
张三69 21 64 36 40 121
张三62 51 45 63 53 159
张三52 40 27 84 50 151
张三49 83 58 9 50 150
张三96 6 42 11 19 59
张三10 76 86 10 57 172
张三23 72 66 6 48 144
张三97 7 96 7 36 110
张三1 24 46 39 36 109
张三57 15 38 23 25 76
张三12 38 63 48 49 149
张三16 85 68 54 69 207
张三18 98 87 14 66 199
张三42 15 15 77 35 107
张三45 9 5 26 13 40
张三96 94 80 80 84 254
张三87 67 45 63 58 175
张三3 73 92 57 74 222
张三82 53 23 40 38 116
张三97 10 67 25 34 102
张三22 53 84 95 77 232
张三25 5 40 55 33 100
张三1 49 4 15 22 68
张三15 75 76 29 60 180
张三13 16 82 37 45 135
张三38 25 71 63 53 159
张三45 15 43 53 37 111
张三28 9 95 50 51 154
张三32 77 13 23 37 113
张三24 0 55 29 28 84
张三80 16 68 66 50 150
张三68 4 66 69 46 139
张三61 21 34 81 45 136
张三67 99 58 28 61 185
张三29 97 7 28 44 132
张三80 60 59 34 51 153
张三32 73 32 61 55 166
张三23 24 44 87 51 155
张三10 91 27 98 72 216
张三92 5 21 85 37 111
张三92 50 76 69 65 195
张三26 40 3 21 21 64
张三51 52 7 72 43 131
张三85 57 88 11 52 156
张三67 87 28 41 52 156
张三9 74 43 31 49 148
张三13 64 0 95 53 159
张三75 74 73 99 82 246
张三63 47 58 18 41 123
张三76 25 2 10 12 37
张三84 76 16 7 33 99
张三82 33 14 13 20 60
张三63 84 13 68 55 165
张三72 38 30 5 24 73
张三86 12 91 58 53 161
张三24 11 7 56 24 74
张三60 15 2 4 7 21
张三17 94 94 1 63 189
张三51 3 94 40 45 137
张三88 96 83 73 84 252
张三83 35 27 48 36 110
张三32 52 40 48 46 140
张三10 1 2 96 33 99
张三40 80 86 32 66 198
张三65 30 25 98 51 153
张三28 17 90 11 39 118
张三47 14 20 54 29 88
张三95 5 84 45 44 134
张三99 48 73 35 52 156
张三94 65 97 75 79 237
张三77 15 75 25 38 115
张三35 83 89 72 81 244
张三39 66 86 32 61 184
张三36 79 23 57 53 159
张三79 81 42 33 52 156
张三92 59 7 56 40 122
张三91 7 83 11 33 101
张三28 49 86 82 72 217
张三52 5 59 7 23 71
张三64 67 87 51 68 205
张三40 60 57 90 69 207
张三4 90 24 71 61 185
张三36 32 59 6 32 97
张三12 14 23 75 37 112
张三76 48 98 87 77 233
张三67 15 34 77 42 126
张三48 72 1 7 26 80
张三82 59 33 59 50 151
张三55 96 25 17 46 138
张三44 25 22 47 31 94
张三84 38 20 18 25 76
张三7 28 96 17 47 141
张三55 52 79 31 54 162
张三42 65 28 31 41 124
张三38 63 65 72 66 200
张三34 17 81 14 37 112
张三68 8 13 63 28 84
张三65 83 70 6 53 159
张三85 32 62 25 39 119
张三38 30 13 60 34 103
张三89 67 47 16 43 130
张三28 67 52 61 60 180
张三82 4 69 44 39 117
张三57 11 38 95 48 144
张三41 19 25 47 30 91
张三32 77 97 88 87 262
张三37 45 53 11 36 109
张三5 9 36 0 15 45
张三98 57 35 0 30 92
张三30 55 48 36 46 139
张三87 48 55 91 64 194
张三21 32 23 6 20 61
张三35 0 23 41 21 64
张三61 41 84 71 65 196
张三50 71 81 40 64 192
张三89 38 94 22 51 154
张三89 68 80 27 58 175
张三78 52 9 1 20 62
张三85 55 81 64 66 200
张三87 18 70 61 49 149
张三40 49 21 91 53 161
张三32 73 62 9 48 144
张三31 63 52 22 45 137
张三23 11 81 95 62 187
张三3 27 31 53 37 111
张三62 17 89 39 48 145
张三42 96 33 80 69 209
张三88 13 45 95 51 153
张三42 3 11 51 21 65
张三32 90 42 5 45 137
张三10 39 20 8 22 67
张三95 16 94 3 37 113
张三91 66 84 97 82 247
张三81 24 42 46 37 112
张三87 76 72 32 60 180
张三43 45 89 98 77 232
张三7 71 8 50 43 129
张三17 21 64 0 28 85
张三82 30 42 15 29 87
张三64 24 86 86 65 196
张三16 62 42 20 41 124
张三24 60 87 36 61 183
张三71 88 96 17 67 201
张三89 34 89 81 68 204
张三0 94 25 81 66 200
张三9 16 70 91 59 177
张三74 39 57 65 53 161
张三7 10 52 18 26 80
张三76 14 3 24 13 41
张三71 45 92 73 70 210
张三47 94 36 2 44 132
张三40 21 73 55 49 149
张三15 28 70 13 37 111
张三5 81 11 72 54 164
张三40 34 90 60 61 184
张三98 95 33 5 44 133
张三53 34 65 81 60 180
张三24 89 94 25 69 208
张三75 24 67 0 30 91
张三73 25 29 51 35 105
张三42 48 68 32 49 148
张三22 43 67 3 37 113
张三81 63 78 77 72 218
张三96 16 50 6 24 72
张三92 75 65 82 74 222
张三55 58 31 43 44 132
张三55 2 54 78 44 134
张三37 20 50 47 39 117
张三54 91 9 5 35 105
张三61 36 2 2 13 40
张三85 92 31 84 69 207
张三72 13 61 87 53 161
张三97 69 41 17 42 127
张三92 80 12 65 52 157
张三84 2 19 96 39 117
张三88 46 3 35 28 84
张三20 7 21 68 32 96
张三98 13 38 63 38 114
张三1 72 3 93 56 168
张三57 55 41 87 61 183
张三59 5 11 74 30 90
张三14 67 96 50 71 213
张三36 26 26 58 36 110
张三47 35 26 4 21 65
张三39 45 68 44 52 157
张三0 80 55 95 76 230
张三30 27 1 25 17 53
张三8 77 93 22 64 192
张三5 21 91 66 59 178
张三85 62 16 27 35 105
